id,title,content,label
624,"Best in Jurong","Clean, near Jurong East MRTBus station, JCube Mall, bery nice swimming pool ... but the room is pretty small",Location
625,"Business Meeting at Jurong","Clean hotel. 10-15 minutes walk from nearest MRT.",Location
626,L,L,General
627,Singapore,"Singapore is expensive but the location is very good!",Location
628,"good relocation and facilities ","good location and friendly staff","Facilities & Services"
629,"Will not consider again","First of all is my first time there on my wedding day. I request for bed room slipper dont have, bath robe dont have, room service dont provide. To me is like staying in a budget hotel. Somemore they upgrade my room to deluxe room. Imagine if it was not upgraded what room is it????","Facilities & Services"
630,"Not too bad....","Although its located is a bit out from all the usual hotel locations, that does not mean that this hotel disappoints. 

Rooms are small but not that cramped. Enough to have walking/storage space and yet, have all the amenities that one would like to have in the hotel room. 

The bedpillow provides ultimate comfort. 

The surrounding heartland malls provide pretty good shopping/food/relaxing therapy. ",General
631,"Nice place with a update hotel. Easy to find and close to a nice mall","One week in genting hotel was a nice time. Friendly staff and the room was nice. See you next time when I am in Singapore. ","Facilities & Services"
632,"Great business hotel","The hotel was super clean and tidy. Small room but well equipped.
Close to MRT and heaps of shopping centers nearby.
",Location
633,"Genting Jurong",`,General
634,"Basic Hotel","This is pretty much First World Hotel in Genting Highlands. Very basic hotelbut location of hotel is pretty good. Near to shopping centres and MRT. ",General
635,price,"too expensive",General
636,room,"too small",Room
637,"Clean and quiet location, good value for money","Clean and quiet location with lots of greenery however it is a little far from town",General
638,"nice room","nice room","Facilities & Services"
639,"Wonderful stay at Genting Hotel Jurong East","The room is clean and bright and everything in place except the Management should consider installing a bidet at the toilet just like the hotels in Genting Highland.
The Science Centre is just a stone throw away - if you walk out from the foyer it is to your left.
Cross over the road via the pedestrian bridge you have the MRT station and glorious food.There are a few shopping malls.Food can be found everywhere..Be it breakfast, lunch or dinner, you have plenty of choice.Unlike Penang, the eateries are very clean and very well organised.If you do not convert MYR to SGD the price of food is very reasonable and comes in wholesome quantity.
The shuttle bus from the hotel to Resorts World runs round the clock half hourly, and after 11.00 p.m. the nextshuttle will arrive at 1.00 a.m. and thereafter hourly.
Upon check out there is no worry about getting a taxi - they are parked in a row just outside the reception hall. You just pull your luggage to the first taxi and the driver will put them in the boot.The taxi fare is metered and they are genuine.
",General
640,"Very Good","The room is clean but little bit small. Location is good.",Location
641,"So so only","Upon peak season the check in need to wait 45minit, staff not friendly when you ask the room available or not. Show the black face to you. 
Book this hotel because the hotel locations near Jurong other than that nothing.
",General
642,Na,Na,General
643,"Just average","The bathroom stinks when we first entered the room. It is a very small room with a very small toilet. No in room slippers provided as well. ",Room
644,"Cheap and Decent Hotel for a short stop over","We stayed overnight for a quick stop over, hence the limited comments. Otherwise it was clean, decent and cheap due to a promotion for its opening. ","Facilities & Services"
645,Good,"Generally good. Value for Money",General
646,clean,"clean, nice, comfort","Facilities & Services"
647,"Good Location and Plenty of Carpark","Near to few great malls, easily accessible by foot, Free shuttle bus to Sentosa. Like it.",Location
648,"Nice  and convenient","Love the location and cleanliness but room is quite small for family with young kids.. ",Location
649,"Nice place to stay","Not bad to short travel staying ",General
650,"Stay was ok","Stayed for one night and it was ok. The hotel is near the mrt station and malls.",Location
651,"Good location","Nearby mrt station",Location
652,"Clean hotel but small ","The hotel is very small and costly. But it is clean =)",Room
653,"Free shuttle bus to Sentosa Island","I like the Free shuttle bus to Sentosa Island. The room Small Room.
The exterior of hotel is nice. Swimming pool also nice.","Facilities & Services"
654,"Exterior of the hotel is nice, interior normal. Room quite small","Exterior of the hotel is nice, interior normal. Room quite small",Room
655,"Family Trip","Its was near to Jurong MRT and shopping center but the price is quite high during my booking times.",General
656,"Convience ","Its in the west area but its quite conviencecentralize to those staying in the westnorth area.The staffs are very friendly and they did their best to help those who are in doubts or need help at that moment.Great stay and enjoy the stay though its only 1 day stay.Will go and stay again... ",General
657,"Basic Room","Very basic room but the room rates are so high, probably due to a great demand from travellers coming from Malaysia and being the only hotel at the West side of the country",General
658,"Too expensive","I was surprise that my agoda booking change to booking.com. It charge me very expensive",General
659,good,"Clean and good","Facilities & Services"
660,"Close to IBP/Shopping","Clean and comfortable. Good if you have business at International Business Park. Value for money.","Facilities & Services"
661,"IF you like to gamble","Really small toilets....enjoy...",General
662,"business cum leisure","to chill out during a leisure cum business trip is worth. food nt bad too.",General
663,"Nice place, affordable, near mrt station and malls","The room is clean and neat. But the toilet is small. ","Facilities & Services"
664,"Good room's quality with reasonable price ","Good hotel","Facilities & Services"
665,"Big room","Big room, clean and good location",Room
666,"small, new","small rooms but very convenient",Room
667,"New, small","small rooms but very convenient",Room
668,"Satisfaction ","Service was good. Overall satisfied with my stay. Very clean. ","Facilities & Services"
669,"West zone","everything is fine",General
670,"Average Hotel in the West","Too far. And location is a little off",General
671,"Comfortable bed","Very comfortable bed.","Facilities & Services"
672,"Value for money...","no comment",General
673,"Good deal ","good location, comfortable room",Location
674,"Decent hotel for business cum leisure","- Near to Jurong and Tuas- Good variety of food nearby, from hawker food to restaurants dining- Near Jurong East MRT station- Free shuttle service to nearby malls- Had to pay separately for breakfast while booked through Agoda, no option for breakfast included via Agoda booking",Location
675,"good, convenient ","good, convenient ",General
676,Nice,"Overall stay very good. First time in this hotel. Not bad. Good review by others too. Very convenient location and comfortable stay.",Location
677,"Simple nice hotel","Near to the MRT station and shopping malls. Convenience.",Location
678,"Overall satisfied","near to Tuas Industrial area",General
679,"Clean and Comfortable","Although room is very small, but it really clean and comfortable.. Suitable couple","Facilities & Services"
680,Transit,"Just for transit",General
681,"air con","along the corridor can have air con too","Facilities & Services"
682,"Too far from the MRT, Faulty Shower enclosure","The Hotel is far from the MRT station u have to walk far. but u can take a bus from the hotel doorstep to the MRT but that take a long route too. I happen to stay in their room that has a faulty shower enclosure it cant be closed but i did not complain to them about that and i Just fix it myself. i stayed at 6th floor facing the road and you can hear the vehicles passing through the road especially in a quiet night. the room has a open wardrobe that makes your clothes hanging there ice cold when u wear them. the hotel room doenst have a comb and slippers available but u can make a request by calling them and they would be glad to send you some. its a nice hotel room to stay. but i feel the price can be a little bit lower because of its location, and the hotel looks like a budget hotel from the lobby and everything. ",General
683,"Standrad and good to stay for business trip","Standard stay for business trip",General
684,"good location, friendly staff, value for money","good location, friendly staff, value for money",General
685,"Good hotel","Good hotel and good location.",Location
686,Quicky....,"Small room only good for budget traveler.",Room
687,"
                                        ","firstly i would like to review that agoda gave me the wrong directions that was sent via email. and once at the wrong place the staff wasnt friendly and thought i was a walk in and after checking he said i i see wrongly. thats not how service should be. same when i went to the correct place, the staff also assumed that i was a walk in and did not ask if i had a reservation",General
688,nice,"location good, value for money",General
689,"It's a very small room. Not enough for a couple","Its a very small room. Not enough for a couple. Water from the bathroom splashes in to the room",Room
690,Interesting,"Good Location. However choices of type of beds are limited.",Location
691,"Location ","Near to many shop stalls. balestier market food awesome. Convenient.",Location
692,"Will stay again if price is oki","Close to food
Will stay agin if price is right",Location
693,"Good Value","Good Value",General
694,"Dont expect anything from this hotel","My room was infested with ants. There wasnt any open food or whatsoever, dont know why got so many ants. Woke up one hour late for checkout(12pm checkout time), receptionist didnt even call my room to check on me. Upon checkout(I quickly got up, got ready and pack my stuff), I was informed that I had to pay 50$ for late checkout fees. ",General
695,"Room design ok","Not too shabby design",General
696,"Budget accomodation","Small room, not very clean and quite noisy from the road outside. It was ok to sleep a few hours while transiting in Singapore. ",General
697,"Budget stay...","Pros: budget, foot court opposite the hotel
Cons: very narrow room, far from MRT station, VERY THIN BLANKET.",General
698,"Slightly Low the values will be more excellent ",Good,General
699,Business,Good,General
700,"Strategic location ","Friendly staffs and strategy location. ",Location
701,"Great hotel for business travel","Convenient location ",Location
702,"I will stay again","I will stay again",General
703,"great service , wrong place","already acknowlede the room will be small but didnt expect to be that small. can find better and bigger room with the same price .. good location, very near to 24 hr food center. bus stop just 1 min walk. was serve by the very helpful front office girl. top 5 star for her, too bad we forgot her name. ",Room
704,good,"not bad ",General
705,"Just for a night, don't expect much","Cheap, clean, location good","Facilities & Services"
706,"Budgeted hotel with low standard","It was ok. Budget hotel with nice staff. Room is very small and was rent by students nearby. My room has dirty walls with some drawing on it. But location is good, in front of cheap foodcourt.",General
707,"Nice place to stay","We might consider this hotel again in the future",General
708,"Value for the money and location","First Im a bit worried if the hotel is too far from the city center until I found out that it nears bus stop on both of routes with many Bus lines option. Bef Balestier Plaza and Opp. Public Mansion bus stop were really save our days. Not forget to mention 7-eleven is on the same building with the hotel. Location Location Location ^^",Location
709,"Money for value","Very good as always. Staff are courteous and friendly and they remember every retuning hotel guests and address by their name and they make an effort in making guest feel at home and always checking on their welfare to make sure they have a good and pleasant stay.",General
710,"VALUE 4 MONEY. ","I think with the new renovation, this hotel should be atleast 3star. Although there are many things still for improvement, the rate is cheap enough. Transpo and food are a 10. The only thing we didnt like is the pillow too thin and no slippers. Overall very good. ",General
711,"Ok stay","Room was unexpected small..small..very small",Room
712,"Value for money","Stay was good staff very helpful.",General
713,"worth for value of money budget hostel","everything is goods, except for the walkway from reception counter to lift lobby, spray too much air freshener.",General
714,"Pleasant stay","Clean and pleasant ",General
715,"friendly staff, comfortable room","friendly staff, comfortable room, fast check in and good location ",General
716,"clean room , friendly staff","clean room , friendly staff, fast check in, convenient location near bus stop","Facilities & Services"
717,"extremely convenient","i will come again",General
718,"Ok ","Ok ",General
719,"Super Value for Money!","Great !",General
720,"affordable and good experience ","good experience ",General
721,"Nothing much","Was still oki.. Many food around ..:",General
722,Extreme,"Smallest room I have ever stayed in my entire life",Room
723,"good location for foods, friendly staff","good location for foods, friendlystaff, fast check in n clean rooms",Location
724,"good location for foods, friendly staff","good location for foods, friendlystaff, fast check in , clean rooms",Location
725,-----,"I feel comfortable..its quite convenience to take bus or public transports..there are a lots of food stalls to select..its valuable for money",Location
726,"Convenient hotel","I dont like the cigarette smell in the hallwaywherein you can still smell it inside your room",General
727,"nice design but very noisy hotel","nice design but very noisy hotel",General
728,"Value for money","Pleasant , good and friendly staff and clean rooms except for certain guests who smokes in room pollute the whole area and thus making rooms and towels smells of nicotine which is a turn off. Would appreciate to have air sanitizer available to kill off the smell. Other than that it was well maintained.",General
729,"small and crumpy","small and crumpy. prepare to have a small room but price consider the cheapest near town area",General
730,"Value for Money","The hotel room is pretty decent and there is alot of great food around the area. Not too far from town if you take a taxi. Hotel is pretty new and staff is friendly. 

Pretty good for the value.

",General
731,"friendly staff , clean , value for money ","friendly staff , clean , value for money ",General
732,"You get what you pay for ","Nothing great. ",General
733,"Hotel not so clean n abit noise ","Hotel value quite good but not so clean b so noisy ",General
734,"Value for money",,General
735,NA,,General
736,"One thing I don't really like is narrow room there","I felt pleased when I chose there to stay. But the room here was too narrow but it had very high costYour staff was always help us when we had questions. ",Room
737,"Small room","Room is quite small, very moisture",Room
738,"good location","nie and easy",Location
739,"Rude housekeeping staff","Cable TV no sound, staff fix it in an hour. Housekeeping staff open my door when i had the Do not disturb sign on. It was 10:30am. I was due to check out at 12pm. There is no reason why she has to do housekeeping either way! Gave me a big scare! Very insecure hotel!!!",General
740,"Good customer service",,"Facilities & Services"
741,"nice cozy little room","worth the money",General
742,"Selimut tipis","Kamar tidur kecil. Tempat tidur bukan spring bednamun dari kulit latex alhasil seprai tidak bisa tersusun rapi, dan selimut sangat tipis . Saya tidak bisa tidur lelap karena air conditioner langsung menyembur ke kepala ( ruangan terlalu kecil )",General
743,"budget hotel","cukup untuk wisatawan tunggal",General
744,"kamar tidak sesuai dengan pesanan","Akses order via agoda
Tapi pesanan tdk sesuai, minta twin bed diberikan queen bed.",General
745,"Nice holiday","Strategic location for holiday, friendly staff",Location
746,"100% value for money ! clean room ! friendly staff ! easy to access","we had another nice experienced again with resort world sentosa ! this is just a convenience hotel which located near to universal studio, monorail, restaurant, casino. its just easy to access.. nice view from hotel .. clean room, friendly reception staff ! everything is just best from Micheal hotel =)",General
747,"Strategic location","This hotel just next to USS, restaurants. Very convenient location for those who dont want to spend time and money for transportation. ",Location
748,"Comfortable and cosy room","The bed was excellent and comfortable. I am really enjoyed the stay. Will consider to return for staycation.",General
749,"Budget stay","We stayed a night at this hotel. No bathtub, just a shower with a flimsy shower curtain. There were biscuit crumbs left over from the previous customer. Only consolation was the comfortable bed.",General
750,"Best hotel for USS","I booked this hotel with low expectations because of the mixed reviews Ive been reading.

Good thing I only have good words to say. No long queue during check in. We were given a non smoking room as requested and we were even upgraded to a suite since it is our honeymoon. There is free wifi already. Staff are so nice and they even gave us complementary wine.

We ordered breakfast at our rooms and the serving size are big so price is worth it.

The best thing about this hotel is its proximity to USS. You can go back to your hotel then go back to USS anytime you want since it is just a 5 mins walk and the resorts world itself is a good place with many things to do","Facilities & Services"
751,"Not too bad........","Hotel upgraded our room to the Deluxe Suite and even provided a birthday cake for me, appreciate it.

However, some improvements (housekeeping) are needed - found a plastic bottle filled with cigarette buds at the room balcony and a used toothbrush at the shower area floor.The toilet sink was with some stains and it was leaking.

The glass table at the living area - the edges are sharp, my hubby accidentally knocked against it and got a small cut.

Overall, quite a good experience, Hotel was quiet and cosy, and that was what we wanted.",General
752,"Good Hotel to stay with family","It was a pleasant stay at Michael Hotel. We stayed with 1 yo baby, and it was nice. Very close to USS, the room is spacey, clean, with friendly staffs. However, unfortunately the hot water in our room didnt come out, I think it has problem or something. But overall we were happy to stay at Michael Hotel. ",General
753,"very average service","On arrival we were ignored by conceirge, but the pleasant welcome at reception made up for that. Our room at first was not suitable but they went out of their way to provide another.When realising it was our anniversary they offered us a bottle of champagne to be sent to our room for the inconvenience, but unfortunately that never arrived.",General
754,"
                                        ","The hotel was great overall just that of the next door guest closes the door , it will be waking up someone next door as well .",General
755,"First staycation at Hotel Michael","Bathroom too small and requested for pool view instead got a back view facing buildings train tracks. Had to remind staff about other requests coz they forgot about it. Checking in there was no place to sit coz it was full with people loitering around. Sitting there and taking up the space. Long queue to check in and out. Not kids friendlyno kids Swimming pool.Mini fridge was empty and the wardrobe is small. ",General
756,"The room was nice and spacious. ","My only problem is the parking facilites for the Hotel. There dont seem to be any signage indicating parking for the hotel.I have to park near Hardrock Hotel and walk quite a distance to get to Hotel Michael.",Room
757,"Great hotel but cleanliness can be better improved","It was a fantastic staycation for our family, enjoyed the lovely view of Sentosa from our hotel room. The room is very spacious. However we notice there are stains on our bath towels and bedsheets. 

Overall, its a fun stay, will be back again!",General
758,"Convenient for getting to Universal Studios","The bed and pillows in the room are comfortable. However, the fridge was dripping water and reeked of the smell of durians. The staff was prompt to replace the fridge with another one.

The hotel lobby was far from the carpark and we had to carry all our belongings and walk through crowded areas to get to the hotel itself. 

When going to Universal Studios, this is one of the nearest hotels. ",General
759,Staycation,"Value for money and location is good. FO Staffs are friendly. ",General
760,"best stay with free upgrade room...","i will say best stay ...enjoy max!! thanks agoda give cheapest price...money value...sure will go again...superb hotel.",General
761,"5 star hotel with good location","near to all places of interest. arty feel adds to the experience.",Location
762,"Dated design of rooms","There were few facilities in hotel Michael itself. Luckily, we were allowed access to hard rock hotels pool, and it was a lot better and bigger. 
The design and style of the room is rather dated, and it did not seem like a hotel which is barely 10. That said, the bed was comfortable, and the room was clean. Location of the hotel is not as fantastic as well; 7min walk to car park and 7 min walk to monorail. ","Facilities & Services"
763,"
                                        ","average ---",General
764,"Clean, great location to USS and big room","The room is clean, neat and tidy. Great location near to USS. ",Location
765,Nice,"Clean and nice hotel",General
766,-,-,General
767,"We had a good time.","Our wedding anniversay was celebrate happily at hotel michel.",General
768,"okay hotel, not worth 5 stars","Compare to other 5 star hotels in Singapore, this really felt like a 3 star hotel, but I guess it is on Sentosa Island, so everything is slightly more expensive",General
769,Good.,Good,General
770,"Great for a short stay","Hotel was clean and bed was super comfy. Room is spacious and well lit. ",General
771,"Excellence for a getaway ","The staff are extremely accomodating and friendly. ",General
772,"Good location ","Good location - casino, food, shopping etc 
",Location
773,"Awesome stay ","Near to all the attractions and nice for getaway.",General
774,"Poor service in reception","We encountered difficulties in finding the way to Hotel entrance. ","Facilities & Services"
775,"very nice",clean,General
776,Normal,"Normal and nothing special except its location ",Location
777,"nice hotel","Clean and good location",Location
778,"Clean, great location","I really enjoyed my stay at Sentosa, will come back again",Location
779,"No value for money ","Have to pay for wifi and TVs year 2017 paying 325++ a night ",General
780,"Value for money ","Staying with 2 toddlers they are extremely happy with the hotel stay. Overall is good except the hot water can be improved",General
781,"A Short getaway","The staff at the check-in counter was not friendly. Probably she was aware that I am not a tourist. Nevertheless, it left me flabbergasted as the level of service was not equated to the standard of the refurbishment. 

After checking-in, I looked forward to the room view and it did not fail me. The room was facing the Merlion Tower. However, the room was pretty dusty and evidently there were specks of dust on the furniture after a thorough check. In short, it was not properly maintained. 

Apart from the misfortune, it was a good accommodation for tourists who would like to explore Sentosa as it is just a stones throw away. 
 ",General
782,"Overall is ok","The hotel is under renovation, if you stay at hotel during day time, the noise will be a bit annoying. ",General
783,"Not worth the money","Bad experience.. not worth the money except that its near to many attractions.",General
784,"Near all attractions in Resort World Sentosa","The hotel quite nice, fast check in and check out service. The twin bed room enough for 4 adults. Overall very nice stay there, definitely will come back.",General
785,"Great stay","Conveniently situated within walking distance to USS and other main attractions on the island. Comfortable stay.",General
786,"All good except... ","Great location, value for money, cold aircon, but room a bit small if you have young children",Location
787,"All good","will be back ",General
788,"Great value","Loved the bundled package for the room and park attractions",General
789,"Wonderful Facility!","Only stayed for one night, wished it was more! ",General
790,"Budget hotel in a world of luxuries","The location is good, with many food and entertainment options. Cleanliness on the other hand was really bad, with stained towels been given in the bathroom. With this I am not convinced if they did change the bedsheet or not.",Location
791,"perfect hotel","this was awesome. it was our anniversary. we were upgrade. i really like the setup of the room. very nice toilet. the design is spectacular. i recommend this.",General
792,"A good hotel nearest to Universal Studio","Booked 3 rooms to celebrate 2 birthdays + 1 wedding anniversary. The hotel surprised us with 2 cakes + 1 bottle of merlot for the celebrations. Thumbs up. Greeted with friendly staffs and we managed to check in slightly earlier than the supposed 3pm check-in. We were also given late-check out upon request. The hotel is undergoing renovation at level 10, we could hear some reno noise at level 8 but it was minimal. Rooms were clean, big and amenities were sufficient. 
The bad points is that the signage of Hotel Michael is not very visible, we drove pass the hotel twice missing it. Only found the hotel after asking RWS staffs on the way, so this is any area to be improved. The wifi is not strong and the TV fickle from time to time. But overall its a good staycation. ","Facilities & Services"
793,"Good rooam","Good room ",Room
794,"After HHN 6","Free upgrade, Free wifi usage. What more can i ask for ! Staff is friendly and helpful!","Facilities & Services"
795,"great hotel","great hotel for its location. clean room and shop nearby.",Location
796,"Disappointed hotel... service ","Went there for celebrated my hubby bday but we had bad day. Asked many times for non smoking room to the staff when check in but still got room that smelled smoke when entered the room. Saw dirty pieces of tissue when we walk in to our room, found pieces of plastic under table. Called front deskthey did sent house keeper to spray air refreshertook out those pieces of rubbish but we need stuck in room with strong smell of air refresher (made me headache). Later on spotted bedsheet also got stain and dust all over the dressing tablewater boiler (seem ages not clean).Tired with their lousy servicedecide to just take rest. But also cant get rest well because there was renovation in lv.10, heard clearly those noises . No announcement about hotel under renovation when booked it, just on spot when we checked in, they told us.If know it earlier, surely wont book. Really regrets choose hotel Michael, servicefacilities not show 5 star. Ruin my plan to give hubby bday surprise.","Facilities & Services"
797,NIL,NIL,General
798,"2 rooms with upgrade.","We got 2 rooms for my parents. The staffs were nice to enough to give us a suite room with 2 rooms. The rooms and the facility were great! you can get go everywhere in Santosa island with a free shuttle and tram. So enjoy!","Facilities & Services"
799,"Pricey but no surprises ","The room was overly simplistic and there is no bathtub in a standard room of normal size.No pleasant surprises whatsoever.Would prefer going to another hotel next time.",General
800,"Good stay","It was a staycation for my family, overall good stay",General
801,"Great stay","Situated in sentosa, great service, nice ambiance","Facilities & Services"
802,"Not value for money. ","The room is next to USS and its noisy. The party goes on till 11 plus and can hear the loud music inside the room. The windows are not sound proof.The wifi given to us is so slow, they should consider upgrading their speed. Considering paying so much and with such service I will definitely not recommend anyone to stay there. ",General
803,"Clean, good location for Sentosa facilities","Hotel was located closed to main attractions like universal studios and S.E.A. Rooms was clean and comfortable. Provided complimentary parking and valet services. Great service for my stay there.","Facilities & Services"
804,"Wifi ","Its will be good that the free wifi is for all hotel guest not limit to 2 user per room. ","Facilities & Services"
805,"Stay at St.Michael","booked during promo, room was big and clean, location is good, worth for weekend stay.",Room
806,"Bad Experience","Room felt old, decor passe, toilet bowl with skid marks, towel with old blood stain, room with stale water stench.checked in at 945pm after hectic work. informed by hotel staff during check in there may be renovation works betwen 0900-1800hrs. I cannot refund my money even if i am not agreeable anyways.woken up by drilling upstairs at 0743hr.offered a complimentary upgrade on my next visit to be fair to the hotel, but I will never go back there again, with below par standards for a 5 star hotel.so it makes no difference for the offer.review from previous travellers has confirmed my findings and experience. trust those reviews, you will appreciate it.","Facilities & Services"
807,"An excellent stay!","Wow. Rooms were designed with style and you get what you pay for in a resort. Near to main attractions on Sentosa Island and the rest are accessible by trams provided for free!",Location
808,Relaxation.,"Conveniently located to all amenities.",Location
809,"Nice place to stay","Good location",Location
810,"Great weekend escapade","Perfect location for a short get away and kids were happy",Location
811,"Nothing short of excellent! ","Got upgraded 2 tiers up as I informed them it is meant for my wedding anniversary, room was gigantic and posh! Got a bottle of wine for free as well which is icing on the cake, well thought of and definitely worth it even for a staycation as a Singaporean. ",General
812,"Great weekend staycation","Went for a staycation at Hotel Michael with hubby. The lobby is nicely decorated with beautiful painting. During the check in, we were upgraded to a bigger room than expected. The room was very big and spacious with superb comfortable bed and pillows. As Hotel Michael is located in RWS, it is easy for us to go for meals and coffee. Hope a wonderful stay:)","Facilities & Services"
813,"Regarding the room","-Found an amulet under the bed, the fridge was spoiled and requested to for a change of room.
-changed to another room but the fridge is not working and the room is dusty and was unclean. There are leftover food in the cupboard.
","Facilities & Services"
814,"Good hotel with friendly staff","Its my first time staying in Hotel Michael and we were upgraded to a premium suite room. Everything is good and check-in were smooth and fast. Would definitely consider this hotel for my next staycation.","Facilities & Services"
815,"Excellent counter staff","The location is very ideal as its near eateries,casino and USS;the counter staff is very nice to give us complimentary upgrade and this really made our day as we waited quite a while to check in despite going there around 4pm..we love the bed and the big bath tub with a nice tv! Thumb up for everything! ","Facilities & Services"
816,buiness,"little bit old but good location",Location
817,businession,"little bit oldgood location",Location
818,Fantastic,"Great location, Fantastic Staff, All round a great hotel",Location
819,"Will be back again","Nice hotel",General
820,"Highly recommended ","Great 3D2N multi attractions package. Good location.
Walking distance to USS, water park and sea aquarium.
We enjoyed this trip very much and we plan to stay here again.",Location
821,"Good promo at the last minute","A last minute idea during chinese new year season to bring my parents to Sentosa for a weekend stay. Booked the room on Saturday morning via Agoda with a breeze and and checked in on the very same afternoon. Beds were soft and comfortable. Room is quite spacious and clean. Aircon was good. My parents and I had a good stay.",Room
822,"1 day staycation ","Conceige staff was really nice to came all the way to the carpark to guide us to the correct carpark. 

Disappointed as no complimentary upgrade of room despite reading on how much complimentary upgrade the rest have gotten. But there was a complimentary cake for my hubby bday. And extend of late check out since we have a baby. Thank you and appreciate it.

Renovations going on at level 10 so was really noisy in the morning. Overall a pleasant stay. Very near to uss ","Facilities & Services"
823,"Awesome ","Where upgrade to suite room. With no extra cause.. Nice room and accommodating staff. Good job ","Facilities & Services"
824,"good experience","staff service is very nice and kind. the room is clean and good. especially for the bed. i felt so comfortable and my baby like it very much. and the space is wide. i like this hotel.","Facilities & Services"
825,Excellent,Excellent,General
826,"Good Location","Location is good should you want to visit Sentosa and VivoCity is slightly away from the main shopping area.
It has good variety of offerings within the compound that we hardly need to travel elsewhere hence allow us to enjoy our staycation to the fullest.
",Location
827,Happy,"My child is very happy stay in here",General
828,"everything is awesome...since we take 2nights 3 days multi attractions package.....it's very cheap","its very cheap booked from agoda.com.......or else it would be double ....thanks agoda",General
829,"free upgrade to suite","Avail the 3days and 2 nights with multi package.. 
I got a free upgradebut you have to wait til 330 pm
so i went to SEA Aquarium then went back to hotel lobby to check-in",General
830,"Nice accomodation",None,General
831,"Everyone had a very wonderful stay.... it's perfect...","We are very thankful for the room upgrade and very warm acomodation...","Facilities & Services"
832,"Everything fine ","Friendly staff. Good location. Walking distance to USS, water park and sea aquarium. ",Location
833,"location good","very big room and location is good. was went there for Halloween, walking distance to uss. staffs are helpful, but check in take some times and need $200 for deposit. ",Location
834,"overall is excellent...nice place to stay..","Keep it up as excellent as right now...more people will see it that this hotel is really the best to stay..",General
835,"Highly recommended","Fast Check-in, upgraded room, excellent location,",Location
836,"Weekday getaway ","Room has unpleasant smell which is unwelcoming. Gym is very small with faulty equipment. Pool is small and boring. All these explains the ongoing renovation! ","Facilities & Services"
837,"good hotel to stay in sentosa","it very near to universal studio just 2 mins walk",Location
838,"Hard to locate if you drive","Getting there was bad experience as there is not a singlesign board in the massive basement car park.The renovation on 10th floor was unbearable that we have to get out of the hotel and wonder around despite the rain.The only positive about this stay was that we were upgraded to a suite.Will not recommend any friends to this hotel. ","Facilities & Services"
839,"Pleasant stay ","Good location, spacious room . However some of the housekeeping staffs are a little unfriendly.",Location
840,"Awesome stay","Got a free upgrade to Presidential suite. Very nice layout, amenities, furniture....
Nothing to complain. ","Facilities & Services"
841,"Great value","Great value for the quality and location. I would stay here again in the future.",Location
842,"Good location","Great stay",Location
843,"Hotel michael","Lobby is far from main attractions and carpark.
Futniture feels old. ","Facilities & Services"
844,"Comfortable bed","Quiet environment.","Facilities & Services"
845,good,good,General
846,"Good clean and nice hotel and location.","Good clean and nice hotel and location.","Facilities & Services"
847,"Good hotel","Good clean and nice hotel and location.","Facilities & Services"
848,"Good location","Good location, clean and friendly staff.",Location
849,"Good hotel",Good,General
850,"Good ","Good hotel",General
851,Good,"Good hotel",General
852,"
                                        ","Worst wifi yet, no windows tiny bathroom sss possible at same time and well overpriced ","Facilities & Services"
853,"clean and friendly staff. ","staff are helpful and friendly","Facilities & Services"
854,"Budget hotel","Not very cheap for a Budget hotel",General
855,"Normal budget hotel","Not very cheap for a budget hotel",General
856,"Receptionist ","Check in almost mid night. The receptionist...the way how she talk..might be cos im speak malay. Youre malay btw!",General
857,"good location","small room just for sleep ",Room
858,nice,"small space",Room
859,"Value for money for a good nights sleep","Clean rooms",General
860,nice,"nice room",General
861,"Clean and friendly","Clean, friendly, affordable!","Facilities & Services"
862,good,good,General
863,"Nothing special","Rooms are too small
",Room
864,"Good place ","Great location, Room is okay for the price Ive paid just that the toilet is a little too small and crampy, other than that its a good place to be in! ",Location
865,"Good budget hotel .","All over good , but location not good",Location
866,Cosy,"Cosy and nice","Facilities & Services"
867,Good,Good,General
868,"Old but clean","Nice location",Location
869,"Very bad internet connections and extremely compact bathroom.","Need to improve on internet connections.","Facilities & Services"
870,"The price is oki","Place is clean n the price is oki",General
871,"Clean and nice hotel","Small hotel, but clean and tidy. Nice hotel to stay for couple days in Singapore.","Facilities & Services"
872,"Pleasant stay  ","All were pretty good, and helpful and more hospitality staff ","Facilities & Services"
873,"It was a nice stay","I will stay agin if price is oki",General
874,sactisfactory,"Hotel is near the bus stop, food court and next to a temple. 
Room is clean and relatively small. other than that, it is sufficient..",Location
875,nil,nil,General
876,"Staffs are friendly and helpful","Hotel is far from the nearest MRT station. Room is small but has basic amenities.",Room
877,"Good for short stay",Nil,General
878,"Not a family hotel","It was okay okay hotel. I didnt like the bed.. had thin sheet, and rexine bed cover, which is not comfortable. AC was good. Staff was good. Wifi only good for occasional browsing.. not good for office work if you are planning to. No decent food shop outside. Cheers and 7/11 outside are 1.5 X costly than else where. Getting to attactions takes a lot of time. overall.. not a good location or hotel. Bathroom was too cramp. waayyy too cramp.. you can just somehow clean yourself..","Facilities & Services"
879,"Good enough","The hotel is quite far from the center.
However, the price is good.",General
880,"average ","was a ",General
