id,title,content,label
1618,"Good Hotel for stay ","Almost every time I go to Singapore for a business trip stay in this hotel, thismeans a lot for the rate for Carlton.",General
1619,"miss out my booking n make me waited for nearly 1 hour without apology.","Knowing we book for 2 persons, but not all things are prepared for 2 persons such as indoor slippers.","Facilities & Services"
1620,"Family trip","Pleasure stay",General
1621,"Great location for a short staycation","Located near Cityhall and Bugis, it was easy moving around for dinner, supper and late night walks",Location
1622,Great,"We loved that we were challenged by the maid. When we returned to our room. 
Great security. ",General
1623,"Great for Active, Adventurous Moms (or Grandmas)","My mom stayed here with us and absolutely loved it. She did her morning jog just down the street at Fort Canning and hopped the Metro all over Singapore for site seeing adventures. The location is unbeatable - especially for the price. Its a big hotel with lots of rooms but never felt overwhelming. The staff were courteous and attentive. If youre debating whether or not to save a few extra dollars to stay further away, Id highly encourage staying at the Carlton instead - the proximity to everything is WORTH IT.","Facilities & Services"
1624,"Classy and sophisticated Hotel","Worth what you pay for! Cossy clean classy and spacious","Facilities & Services"
1625,"Good location to enjoy sightseeing. ","Located nearby City hall station",Location
1626,"Excellent hotel","Nice hotel, beautiful and clean room","Facilities & Services"
1627,"Good for staying","So nice and luxury hotel !",General
1628,"Very excellent Hotel and convenient by travel for bussiness ! ","Very excellent Hotel and convenient by travel for bussiness ! ",General
1629,"My home base in Singapore!","The Singapore Carlton hotel is a wonderful hotel with a fabulously friendly staff, outstanding location and the rooms are spotless!I always stay here whenever I am traveling toor
through Singapore.I was raised in Singapore and Ive stayed at numerous hotels on this tiny red dot.None compare!You are getting a 5 star hotel for a 3 star price!I cant say enough about this wonderful hotel!","Facilities & Services"
1630,"Excellent location","Best feature was a free device called I am handy, its absolutly free and you can take it along and explore Singapore at your pace...would definitely stay again..",Location
1631,"Good location, friendly staffs","Location ",Location
1632,"Newly Renovated Clean Rooms","Great ambience. Good location and clean rooms. ","Facilities & Services"
1633,"not a five star treatment","my son broke a piece of unprotected decorativeglass at lobby and they charged us $400. they are lucky my son didnot get heart. taljing about safty hazard...",General
1634,"Clean, friendly, nice hotel","Great hotel, great location, clean, nice pool !","Facilities & Services"
1635,"Good location,  good price","Good location,good price",Location
1636,"A great place to get around the central Singapore.","The price is worthwhile.",General
1637,"Great facilities + room, however staff wasnt very helpful ","Was here for a birthday celebration with my partner, the room was great and big, being able to cook was perfect too. Facilities and amenities were top notch. However, the staff was not very helpful when i had a surprise delivery for the room, and when requesting for services, they were a bit slow. Staff didnt really give us a home stay feel either. 

Overall 3.5/5! But thank you for the complementary birthday cake, really appreciative of that. ","Facilities & Services"
1638,"
                                        ","We had a great stay!",General
1639,"A lovely staycation - relaxing and serene.","Wonderful and clean room. Great buggy service to take us from point to point within the hotel. ","Facilities & Services"
1640,"Nice room","The service was excellent and room is clean, big and spacious. ",Room
1641,"Nice And clean room but expect more","Had booked a room for my wedding anniversary celebration. Was expecting at least a some gesture from the hotel but did not receive any. 
Room is big and spacious and clean too.",Room
1642,Great,Great,General
1643,"Sensational experience","Pro: huge room, serviced apartment style and the place was very resort and comfortable
Cons: the items that we called for were slow and the buggy services were a little slow. Took awhile for them to come by. Quite far from main hotel, hence abit inconvenient.","Facilities & Services"
1644,"Good for birthday parties","Good space for group events :)",Room
1645,"Great staffs, well equipped room","Checking in was not very smooth for us as I forgot to bring my identitication card for verification, even when my companion volunteered to use hers, Capella is very strict to only verify the booking with the person who booked the room even though i produced the credit card i used to book. A little inconvenient but at least they are strict in the check-in policy which at least makes me feel safer on security standard.. They are however kind enough to release the room to us but still expect me to provide a softcopy of my identitification card within 12 hrs. While I was pondering (with a sunken face) on how should i get it done as Sentosa is very far away from my house, Sophia noticed my expression and out of concern, asked me whether I am okay and do I need any help. She seemed apologetic to my situation but they still stand by their policy.. Not complaining but giving them the thumbs up for attentiveness to guest and being strict on policy which i hardly see in other hotels. Fortunately i managed to find a softcopy and cleared the check-in fast. However, our room was not ready (even at check-in time) and we were ushered to The Library to enjoy their lounge with snacks and drinks. We waited for almost 2 hours before we were told that our apartment is ready. Not very happy with the wait as I would expect it to be ready by check-in time, and we got bored with the minimal snack selections that didnt get top up fast enough.

The staff serving us has been very friendly and drove us to our apartment even though it was a 2-3 mins walk from the lobby. Upon arrival then the staff told us that they have upgraded our room from a 1-bedroom apartment to a 3-bedroom apartment apartment! Luckily we were here for a celebration, eventually those who are not staying decided to stay and enjoy the fantastic apartment. Totally awe by the apartment as it is very well equipped with stoves, fridge, microwave and even oven! There is also dryer and washer at the back of the kitchen. Every roo","Facilities & Services"
1646,"Family staycation","Very niceserene environment. Excellent roomsamenties. Front desk check in a bit slow. The library serving slowest. 
Happy with overall stay",General
1647,"Better value elsewhere for staycation","When we entered the unit, the living room already smelled like food due to open plan kitchen (from the moment we stepped into the unit, before we even cooked anything). The living room was also quite dark given the thick vegetation outside the window, and this was a room on the 2nd floor. Note also there is no lift to the unit, and youll need to go down a few flights of stairs from ground level. The unit is also some distance away from the lobby and we had to rely on the buggies to get to/from the lobby/carpark - this would be troublesome when it rains, as was the case for us. No Nespresso machine in the room - only sad, Nescafe instant coffee sachets, which is surprising for the price. Not great value overall - would not stay again.",General
1648,"Good stay!","My wife and i had a great time celebrating our birthdays here! Very good and attentive services not to mention lush greens and quiet surroundings, perfect staycation for us!","Facilities & Services"
1649,"Enjoyable stay","Great stay. Our go-to place for a staycation",General
1650,"Excellent Staff, Excellent Stay.","We love the Capella. One of the best hotels in the world.Feels as if you have left the city for a relaxing stay in a tropical oasis. The Capella Residences give you access to all of the facilities and pools, with amenities and comfort you would expect from a long stay suite.","Facilities & Services"
1651,"Excellent services","Encik Ismail is great and therefore my stay was great too... I wish I could stay longer.","Facilities & Services"
1652,"Excellent Service","The service is excellent at Capella. However, the mosquitoes at the pool area are rather irritating. It will be good if the management can do something about this.","Facilities & Services"
1653,"Best experience ever","We stayed for 4 nights at one of the residences. We booked two-bed rooms suit but they upgraded to three-bed rooms with very welcoming smiles.

The food in the restaurant inside the hotel is amazing and no problem to bring small kids. The staff is very helpful and again always smile :).

The pool is quite big and you get bottles of water and blankets.

The location is a bit off of the center so you need a ride to any place to go, but this is why it is very quite inside the residences and you relax and enjoy your quality time there. And of course transportation is very efficient and the staff is always helping you wherever you go.

All in all this was an amazing experience for us and we will definitely come back again.","Facilities & Services"
1654,"Great Stay","We enjoyed very much during our stay, good location and facilities, cleanliness and service were excellent, definitely a wonderful experience!","Facilities & Services"
1655,"Excellent staycation","Stayed at Capella, had amazing room service and their staff was very friendly and helpful. ","Facilities & Services"
1656,Overrated,"The Capella is overrated. Our room was not very clean. Th service staff forgot our morning newspaper. They also forgot to provide turn down service for one of the two nights we stayed. Surprisingly, there were two holes in the walls of our room. The location, while good for Sentosa, is bad if one has business in the city.","Facilities & Services"
1657,"very nice place",.,General
1658,"High quality apartment, service and location","Very good from start to finish.
As everywhere in Singapore is expensive, this hotel is no exception. However, this hotel is very special due to the beautifully green environment and its close proximity to major attractions like Universal Studios.
We travelled as a family of four, including our children of ages 1 and 4. The hotel staff were very friendly and helped us around the site in golf buggies.
I would recommend this hotel and will certainly return.","Facilities & Services"
1659,"Excellent Service","It was great. ","Facilities & Services"
1660,"excellent staycation","although we stayed over the weekend, the facilities were great although the bathtub couldnt drain out the water but it was okay. they fixed it immediately. staff was attentive. my son had a great time at the pool. room were clean. we would love to come back to stay over the weekend soon.","Facilities & Services"
1661,"Sofitel Sentosa","I usually stay here to attend an annual event across the road, as it is as simple as waking up and walking across the road. In that respect location is fantastic. However at other times, location is a bit further away from other things on Sentosa but you do get the quiet ambience.
Food is alright but not phenomenal and the staff are helpful.
If you are looking for a quiet place to chill and bum, this might be a great choice. ",Location
1662,"Beautiful room, pool, warm staff, ambience and well maintained resort with superb gym","Roomset up and decor, small and thoughtful touches such as tea coffee amenties,hooks for towels, execellent toiletries, bed etc,quiet, efficient service, beautiful pool, even resident peacocks. In room dining menu choices and pool service could be better .","Facilities & Services"
1663,Getaway,"Quiet, private, good service, relaxing.
Sofitel Singapore Sentosa offers tranquility, and with the friendly and helpful staff, you will feel pampered. on top of this, they have good selection of food at Kwee Zeen, and the rooms and facilities are top notch. Keep up the good work.","Facilities & Services"
1664,"Great santuary","Had a 1 night staycation. Should have stayed for 2. Great place. Expensive tho. But thats what it is in sentosa. Far from everything else but there is a free bus ride to ger you anywhere you want around sentosa.",General
1665,Good,Good,General
1666,"a 5 star service hotel","Room is clean and standard.Great design. high speed internet and helpful staffs.","Facilities & Services"
1667,"Fantastic service ","Service was fantastic.
","Facilities & Services"
1668,"Excellent luxury resort in Sentosa! love it","they have a very nice rooms, excellent facilities, very good breakfast, friendly staffs, very relaxing even though far from station, they have a hotel shuttle bus schedules from sofitrel to station , vivocity and paragon. 
 ","Facilities & Services"
1669,"Memorable moments!","As Coco Chanel said, luxury must be comfortable, otherwise it is not luxury. In addition to luxury, Sofitel Sentosa offers a unique and wonderful experience. Thank you to all staff!","Facilities & Services"
1670,"Nice, serene , relaxing ","A big thank you tothe concierge /driveway staffs helpfulness with assisting us to jumpstart our car due to battery problem.Also enjoyed our anniversary dinner at Ilido restaurant. Excellent foodservice! Well be back! ","Facilities & Services"
1671,"a fantastic resort for a cool staycation ","this resort hv everything..the only flaws i can think of is the toilet has no hose..and thats about it.",General
1672,"Nice ","Beautiful room, nicegood facilities. friendly staff","Facilities & Services"
1673,"Newly renovated","Nice resort quiet and newly renovated room. ","Facilities & Services"
1674,"Pleasant Stay with wonderful staffs","Birthdaybabymoon staycation for the first time at Sofitel. Despite informing in advance during booking, no special arrangements being made. As compared to other hotels located in Sentosa, Sofitel will need to improve a bit more. Brought my own cake and stored under concierge but nowhere to be found though they mentioned have sent up to the room. The cleaner packed our room while we were out for dinner. Life guard at the pool was very attentive thru out during our swim. Very impressed! Overall, facilitiesstaffs were pretty awesome! Will come back again. =)","Facilities & Services"
1675,Staycation,"Nice room and food but experienced minimal customer service for this booking.","Facilities & Services"
1676,"very nice","good view",General
1677,"Recommend for couples","Environment is good ",General
1678,"Great room and great pool","The room was large, comfy and elegantly furnished. The facilities such as the swimming pool and gym were fantastic and well maintained. The food can be further improved as it was just average. The staff was helpful especially the front desk, FB and concierge.","Facilities & Services"
1679,"Long wait for check-in","Hi,

We had a great time at the so SPA including their staff are great and the dinner buffet and breakfast buffet are excellent. The rooms looks great, it is what it looks online. The rest though is sadly disappointing.

The staff at the main hotel is disappointing. Ive checked with the staff during the check-in as I have requested also in agoda, if we can get a direct access to pool, the staff at the reception said it was just a short walk and not directly beside the room. Unfortunately, the short distance is not short. Its the other side of the hotel area. If youve seen the place, youll know its not a short walk. The staff could have honestly told us the room is not close and the walk is not short. I would rather have the honest answer than please us.

We also had a delay in the check-in, looking at people who later came getting checked-in on time. Im not sure is it due to lack of people to clean-up and ready the room after a check-out. Once we were at our room door, the welcome is great from the staff who were directing us to our room but shortly disrupted by another staff still inside the room making sure the complimentary tea/drink and the room are OK. I think they are short in staff and too many rooms to ready.

We also had a surprise visit from one of the staff. He knocked on our door, I had a hard time understanding what he was saying but based on his hand actions, I understood he left something in the room and wanted to check if it was there. 

Anyway, I let him look for a second to check if they left something. And no there was no object left by the staff. I expected a call from the desk for an explanation on why their staff is randomly knocking on our door. 

I am just sorry I didnt get his name to inform the desk of what had happened. It shows a lack of training or protocol from the staff. Im sure theres a better way to check if a staff left something in the room and not just randomly knock on doors.

For a 5-star hotel and their charges, th","Facilities & Services"
1680,"Nice hotel","Good location!",Location
1681,"Fantastic ","Well my first hotel in Singapore was a delight beyond I could imagine I came in feeling sick a little but once I got to the room I cleared up pretty fast the room service is fantastic! The amenities were all great and top notch staff is very helpful will help you with anything you need the breakfast buffet is probably the best buffet I ever eaten even better than the Las Vegas buffets in my opinion! Great place to stay the shuttle service is very quick and also free what more can you ask for! This is a five star hotel and five star review....! Bagoosh!!!!!!","Facilities & Services"
1682,"Good but room for improvement","Nice hotel, good environment and service but some issues with cleaning and gym could have been in better shape. ","Facilities & Services"
1683,"Tranquility and Bliss","We had chosen this resort as a staycation destination and we were not disappointed. The sprawling tranquil and serene property offers some relaxing hideaways and spots that one can relax in and completely unwind. To add to this the food at each of the restaurants is excellent and the spa has a wonderful array of treatments. The constant gentle sea breeze and the dancing peacocks throughout the property adds to the experience. Have seen some of the other top resorts in Sentosa but I would recommend this one as the best for a peaceful, luxuriousand relaxing holiday for couples and solo travelers just looking to unwind in the midst of nature in a luxury surrounding . The Peace Wing suites with access to the garden is recommended ","Facilities & Services"
1684,"Staycation get away","Had stayed in various villas around the sentosa. This is one of the better ones that I had stayed. 

Location is super, lots of amenities and good various of food as well. 

The villas are clean and spacious, except the maintenance of the villas need lots of improvements. In general, its not well maintained. 

The staff was great, friendly and always willing to assist.","Facilities & Services"
1685,"Unique hotel","Unlike usual hotels, Sofitel Sentosa has an open concept eg. the lobby and the pathways making it look like a resort by the beach. Loving the bathroom as it is very spacious with a seperate bathtub and shower. Had a short circuit but hotel staff resolved the issue.","Facilities & Services"
1686,Good,"Ok ",General
1687,"Amazing Resort with Amazing Staff","This resort deserves a highier rating.10 out of 10! Resort and staff were amazing and our stay was perfect. Didnt want to leave. Would highly recommended to stay at this resort. Its worth every dollar. Leah, Peter and Zoe Tsiggounis","Facilities & Services"
1688,"Wonderful stay","We had a wonderful stay with our toddler. The hotel is really beautiful and the ambience is great. Will definitely visit again.",General
1689,"love it to stay here","enjoy, relax, nice",General
1690,Nil,Nil,General
1691,"Beautiful private villa","Nice weekend stay for the family. Great facilities. Nice pool and a good spa.","Facilities & Services"
1692,"great staycation","A very nice location away from the crowd and great staycation.",Location
1693,"Perfect all the way",Perfect,General
1694,"Service wasn't the best","We were given keys to the wrong room, thus not being able to open the door. The porter used his key and we found other guests belongings in the room. Thankfully there wasnt anyone in the room at that time. It took another 20 minutes of waiting before we could get to our new room. There wasnt any reimbursements other than an extended stay even though we made it clear that we had to leave the hotel at 12pm and our request for dining vouchers were ignored. The mix up caused delays to our function that we had that evening at the ballroom.Nonetheless, the rooms were clean and the coffee machine in the room was a surprise. Also, the toilet was beautiful. The place in general is relaxing. Without the mix up, we would have had an enjoyable stay. ","Facilities & Services"
1695,Reviiew,"Staff is very slow in handling your queries","Facilities & Services"
1696,"Beautiful compound close to nature. ","Great for nature lovers ",General
1697,Staycation,"My wife and I spent 2 nights at the Sofitel for a Bank Holiday staycation. Prices had increased reflective of that (hence the Value For Money not being 5 in my review). Friendly staff, spacious room with a few nice funky touches in the decor and fittings and lovely pool area. Do note that peacocks roam freely in the grounds and can sometimes approach you! Recommended","Facilities & Services"
1698,Enchanting,"The rooms are so lush and beautiful. With wild peacocks running around the compound, it feels like youre in a magical place!","Facilities & Services"
1699,"Nice environment ","Great short getaway to the nature. Love the quietness of this hotel.",General
1700,"hotel services","Very nice hotel but location is not that great, really have to depend on the hotel bus. These is only one pick up point for the Hotel bus so you always have to end up going back to that one point. another bus service is from the sentosa but have to wait abt 20 mins, and it goes one big round, so total time spend to reach hotel will be 40 mins. 

The hotel bus driver( old man with blue spec) has the best service, please dont ask driver to wait cause he also have to serve other guest on the bus that need to rush too. if you are late just wait for another bus dont complain about the bus driver, is not fair to him. 

Swimming pools close at 7pm which is way too early. so is either u stay in the hotel and spend half a day to enjoy the facilitiesor your go out to have fun. 

Overall hotel standard is really excellent.

","Facilities & Services"
1701,"High Quality, Easy Access and Good Service","A very good Hotel and we will go again next time.
It is a garden style hotel. Inside the hotel, there are many flowers and tree with great countryside atmosphere. There are a lot of peacocks walking around hotel garden or around the pool, we love it and family with kids will love it too. 

Very good hotel service as the staff explain many hotel service details such as hotel shuttle bus or SPA when showing us the room.
The breakfast buffet is nice and provide a lot of food choice with good quality. The in-house dining choice are not much but quality is good with reasonable price.
The pool is not very big but not crowed with people and it provide many seats/beds in the pool side for people to enjoy the sunshine.
Very easy access to the Beach, Just about 10mins walking. They also provide free shuttle service with good time schedule to go beach station or vivo City for food. The best thing is that not many hotel guests are taking the shuttle bus and it is always not crowed. 
With this good service and quality, we will definitely stay here again.
","Facilities & Services"
1702,"Excellent ","Excellent hotel for a family vacation. ",General
1703,"Perfect for a Relaxing Vacation  ","We consider this hotel as one of the best hotels we have stayed in. The hotel has very clean rooms, very clean bedsheets and towels. Hotel Staffs are friendly and shuttle service for guests has perfect timing. If you prefer a quiet place but not really far from the attractions, this is the hotel for you.","Facilities & Services"
1704,"relaxing stay","clean and well-designed rooms w a good layout. the toilet with its mosiac tiles and attention to details is delightful. lovely to have a room with a garden view and to witness little animals roaming freely outside. 

great that hotel is away fr the bustle of RWS yet not secluded. huge spaces to bask in and aesthetically pleasing surroundings to invigorate the senses. nice! ",General
1705,"Beautiful place ","The place is so beautiful and chill.Rooms are big enough and toilet too",Room
1706,"Excellent hotel for relaxing but staff is still in training for 5 star","The hotel is very nice, excellent facilities especially the pool is very large and with a nice layout. The restaurant Italian restaurant offers very delicious food. Overall pricey but it is a 5star hotel. The only thing that is not 5star is the very poor housekeeping. Even if you ask for improvements it always takes at least 2 call and lots of waiting to get things clean up. For a 5 star hotel with corresponding prices the service must be improved a lot. No attention to the details at all! Overall, it is a nice hotel but the poor service experience is definitely a big negative.","Facilities & Services"
1707,"Disappointing stay","Booked a room for 3pax but toiletries provided was only for 2 pax. There was only 2 pathetic pieces of tissue left in the tissue box. Clearly enough they did not replace the tissue box after the previous check out. And there was only 1 tissue box in the toilet of the Prestige Family suite. None can be found in the rooms. Called housekeeping to request for essential toiletries such as 1 more set of toothbrushtissue box but end up he came with towelsoap. Housekeeping is poor as u can see dust/spider webs on certain corner of the roomtoilet. Utterly disappointed with the stay. Simply not worth the money.","Facilities & Services"
1708,"May holiday problem","The Sofitel Hotel in Sentosa is a great facility in a great location however when arrive around 2:00 pm our suite was not ready and it took almost until 5:00 pm to get the room and until 10:30 pm to finally get the extra bed deliver to our room.. All day they could not deliver bottle water to the room and room were make up very late in the day and very poorly... The problem it looks they did not had enough housekeeping staff even the hotel had high ocupancy during the May holiday.. Very dissaponted to see a Hotel of that quality with a major service meltdown on the housekeeping service.. ","Facilities & Services"
1709,"nice ambience and environment","staffs are very friendly and helpful.","Facilities & Services"
1710,"Newly decorated hotel, quiet location","Value for money for a hotel in Sentosa",General
1711,"Beautiful ",,General
1712,"Fantastic Resort","We had a fantastic weekend at Sofitel. I chose this hotel because it seemed smaller and less over-run with theme-park tourists; its a HotelSPA meaning that they are one and the same, and the interior design is unique, french elegance. The only negative was its expensive Italian restaurant il Lido; the food was very average and the waiter couldnt even explain the menu (very little English - shocking for fine dining). Apart from that, 9 out 10 from me.

","Facilities & Services"
1713,"Nicely decorated hotel, clean","Clean, friendly staff and spacious","Facilities & Services"
1714,"Nice place to relax. ","Love the stay at Sofitel. Quiet and clean room. Nice peacock accompany.","Facilities & Services"
1715,"Beautiful resort in a secluded environment ","The resort is very serene and nicely renovated. Even though it was a staycation for us, it very much felt like a vacation in another country. 
Except that it was quite a distance from the other attractions on the island and the frequency of the shuttle service can be quite a wait. ",General
1716,"Good staycation","Great time despite the haze. ",General
1717,excellent,"it was excellent. We will definitely go back.",General
1718,"Beautiful resort style hotel","Sofitel sentosa is a very elegant and beautiful resort style hotel. My stay was very comfortableand peaceful. Staff were professional and very helpful. The location whilst great for retreat not so convenient for taxi. Although there is complimentary shuttle to harbourfront and resorts world every 15 mins.","Facilities & Services"
1719,"very peaceful and natural envoronment","awesome envoronment around the hotel. LOVED the peacockes at our balcony door. Only issue was the location was a bit weird and it took a while to wait for the shuttle to places around sentosa. not within walking distance of any activities on Sentosa.",Location
1720,"Could do better","Needs some refurb, our suite had no view except other rooms so very dark, food good but limited menu choices, not really value for money",General
1721,"Great resort ","Pleasant stay to celebrate wedding anniversary. Breakfast with good variety. Just that theres some upgrading works in place and the lounge is closed. Only one restaurant opened. ",General
1722,"Not follow the booking name.. To put at screen tv.","Dispointed.. Only have one extra Bed available.. When we require three person in the rooms.. All Adults.. Put welcome note at the TV screen not follow the person make the booking.. That s really the issue.. We like to do thing by ask to confirm to avoid problem.. Check inn time not good enough. Were international guest. The cleaner cant understand English at 5 star hotel .. That not make scent. For price we pay really not good enough.. ","Facilities & Services"
1723,"Bad location. Very expensive.","Not worth the money. Spend more without free breakfast. Location is very bad. Even taxi drivers dont know the location. Restaurant staff very strict. My room is very far. Need to walk 500steps. Calling front desk is very lousy. Requesting ice takes 30minutes to arrive. Very boring specially at night.",Location
1724,"Not worth the money. Poor location ","Paid more than 1300usd for 3nights. Still made me pay additional for breakfast. Bad location. Majority of taxi driversdont know the location. Not child and baby friendly specially the restaurant staff. Room very far. Need to walk 500 steps.",Location
1725,"Not worth the money. Location is bad. Rooms so far","Not satisfied. Still need to pay additional for food. Location very bad. Majority of taxi dont know the location of this hotel. ",Location
1726,"Very nice hotel","Its the best hotel",General
1727,"No extra bed ",,General
1728,"one of the nicest room in Sentosa","during my stay, the hotel was under renovation so I got a pretty good deal. The swimming pool was close, but I was aware of that before I made the reservation. I know iswont be fair to review the hotel under this circumstances, So Im only going to say that the room is very nice. bed was very comfortable and the room itself very well design. it feels luxurious.

Location wise. Is in Sentora, but you need to take a bus to get to the attractions. the sentosa bus past every 30 min by the hotel","Facilities & Services"
1729,Recommended!,"I went for a staycation with my friends at Sofitel Sentosa earlier this month and the stay was incredible. The staff were polite, room was comfortably big (for the size) and the toilet was really clean. I would love to head back to Sofitel Sentosa again. ","Facilities & Services"
1730,"Poor Service","We stayed in Prestige Suite which had a weird layout. The lounge room and the bedroom is separated by the main door, we would have expected it to be more integrated, as shown in pics on the website. The mini bar was filled with items which made it tough for us to chill our own bottled water and the items in the mini bar are not complimentary. Given the status as a 5 star hotel, I was expecting the items would have been free. Also, we asked for 2 buckets of ice. 1 came, and the other one, we were told to pay SGD13. This is basically extortion. Luckily we drive, and we drove out and got the ice from 7-Eleven for $2.50 for a pack for 5kg ice. Not sure how much ice the hotel would have given us for SGD13. There were a lot of mosquitoes in the garden so we asked for mosquito coil. The front desk told us, I will check with the housekeeping if they still have it. Well, if you dont have it, then top up. Front desk told us that the hotel staff could go out and purchase mosquito repellent for us, and they will charge 5% on top of the purchase price for service. Seriously.. is it my problem you are located in such a deserted place and when I need something, I still have to pay you for getting it for me? In any case, we bought and left 1 box of mosquito patch for the hotel to keep for their future guests, or their staff.","Facilities & Services"
1731,"Should not be branded sofitel","The staff is totally not aligned to usual Sofitel standards. The service is Bad especially at restaurant, bar, and facilities cleaning.The room blocks need a renovation too.","Facilities & Services"
1732,"Excellent service and beautiful room",,"Facilities & Services"
1733,"Great service","Was great. Reached before 3pm and get checked in immediately. Staff explained amenities and facilities well. ","Facilities & Services"
1734,staycation,"Lots of technical fault. Took p the whole of our first day changing 3 rooms due to technical fault.",General
1735,"Nice and comfortable stay","Area is away from busy sentosa thus your stay will be comfortable and tranquil. However it is also well connected with trams and shuttle bus services. Staff is polite and i enjoy my stay there. Great pool and lors of peacock. Very nature. Hope the breakfast can cater to muslim with halal food. That will be a plus point. ","Facilities & Services"
1736,"A Wonderful Stay ","We felt very comfortable and enjoyable. We will definitely come again. ",General
1737,"Great staycation",,General
1738,"Relaxing staycation","Very comfortablerelaxing stay. Enjoy the nice garden setting with water feature. ",General
1739,"Best Pool Villa I ever stay in SIngapore","BeautifulClean Villa, Yummy breakfast with wide spread, Luxurious, pampering. Highly recommended if you wish to enjoy a memorable staycation in Singapore. Will defiantly come back!",General
1740,"Lovely staycation","Had a good stay. Staff were helpful and friendly. Liked the resort feel of the place. My junior suite room was very nice. Food was good and also enjoyed the Gastro Delight package at the So Sps. Wish the TV had more channels and video on demand though. ","Facilities & Services"
1741,"Greenery and peacocks galore","It was a nice and comfortable stay. Room was well furnished and friendly staff.","Facilities & Services"
1742,"Beautiful hotel, pool, gardens",,General
1743,"a quiet getaway !","we stayed at sofitel for a couple of days to get away from the city noise. The experience was rejuvinating and blissfull. a huge property and well maintained rooms with good amenities. courteous and hospitable staff.","Facilities & Services"
1744,"Suitable for short getaways","Very pleasant stay except the initial delay in change of room.Breakfast was good for the variety and recommended. Near to the beach and free shuttle services are available to other parts of Sentosa island. ",General
1745,"Sentosa Resort and Spa","The stay was great. The place was very peaceful. There was a bus that we can take to the other parts of Sentosa, especially where the attractions were. Very accessible!.

Great place for you to relax!.",Location
1746,"Beautiful hotel, wonderful rooms and peacocks!","Wonderful! Loved the hotels cleanliness, tranquility and quality. Classy and spacious, with a complementary Illy Coffee machine in the room! One unique aspect of the hotel are free roaming peacocks. Theyre beautiful and theyre everywhere! However they tend to pass excrement all around as well, almost stepped into one along the hallway. Nevertheless I would return. Friendly and attentive staff, nice in-room dining breakfast (portion may be a little smaller than expected), classy and relaxing atmosphere.","Facilities & Services"
1747,"very comfortable","very pleasant",General
1748,"Great ambience, staff, room","Firstly it is located at Sentosa, and it provides a great ambience that we are at a resort far apart from crowded city with overwhelming tall buildings. Such a good place to relax and chill. Rooms are maintained and decorated in a beautiful and elegant manner, and all my families enjoyed their stay. 

Swimming pool and the couches by the pool at the resort were also maintained well and very comfy. I was surprised to receive some free ice creams and juice by the pool area, and really enjoyed.

However, within Sentosa, theres only one bus (#3) available to the hotel and it caused some inconvenience as it took some time to call taxis. 

Overall, it was a great place to relax away from hectic city life.","Facilities & Services"
1749,"Staycation - Awesome","It was 3D2N Staycation, we booked a Luxury room which its actually the most basis room. Room was very cleanspacious, the coffee machine with 3 complimentary coffee capsule daily was a pleasant surprise, simply loved it! Though theres minimal facilitiesa distant from Imbiah/Beach station, the tranquilitypeace was what we needednothing more. The buffet breakfast was quite a spread, spoilt for choices...there were little tourists early Novto my pleasure, no noisy kids except once during breakfast. Its nothing really a place for kids cos theres no entertainment, ideal for couples who just want time alone. ",Room
1750,"good for staycation",,General
1751,OK,"An OK option for Sentosa. Rooms could be a little bigger. Newly renovated so everything new and shiny. ",Room
1752,"Highly recommended resort wt great service ","Very enjoyable stay with Sofitel Singapore. Special thanks to Ms. Sheeva the Duty Manager of Sofitel, make our stay unforgettable. 

Highly recommended and definitely we will come back. ","Facilities & Services"
1753,"Overall excellence ","It was definitely worth the money.The place is amazing. Ambience is wonderful.The hotel compound is enormous. The rooms are clean well furnished and it was a very very nice room.Definitely a 10 out of 10 recommendation to anyone who wants a short getaway from the hustle and bustle.... 
The staff were all so polite and the convenience of shuttle buses.The location is so near the beaches....Excellent pool and off course the spa facilities.... To sum it all up...It was simply amazing to have stayed in a great resort hotel like that.","Facilities & Services"
1754,"Luxurious Stay away from the City","It is a perfect getaway for couples for a weekend staycation. The 4 days was peaceful and yet activities around the island was easiliy accessible. Theres a beach bus that stops by the resort to take you to the beach or anywhere else in Sentosa. If you drive, its not too far away from town or Vivocity. Hotel Staff service was top-notch. Price was reasonable for accommodation within Sentosa. Highly recommended. ","Facilities & Services"
1755,"Cheaper us never given breakfast","We booked this family room and included breakfast than next day we went to have breakfast staff told us no breakfast included but i show own voucher there have included yet their never show action just apologise.. After that we left with disappointed..","Facilities & Services"
1756,"Nice hotel. Will stay again.",,General
1757,"a Beautiful place for a beautiful romantic night o",Fantastic..,General
1758,Feedback,"Overall, its very good.",General
1759,"Great location","Great location",Location
1760,Location,"Fantastic location, walking distance to Harbourfront, Vivo City and train/buses. ",Location
1761,"Excellent ","Good location",Location
1762,"Cable TV","Should have more channels to view","Facilities & Services"
1763,"My stay on 22/1/16","Everything was plesent , but room was abit too small on the high floor.was raining heavily on that day so needed hangers to hang my cloths and husband as well but there wasnt any according to the staff.room was neat but however there was ants everywhere and coudnt even put any food on top of the table.the pillow that was given for overnight stayer was also not comfortable.","Facilities & Services"
1764,"Decent stay","Stayed here with friends over new years eve. Its at the bottom of mount faber, so it was near enough for us to watch fireworks. Rooms were alright and had a tv.",General
